system:index,tropospheric_HCHO_column_number_density,.geo,latitude,longitude,cluster
26151,0.00013951055822105708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,26.814711230967717]}",26.814711230967717,74.42542128930235,0
26152,0.00013864438593379474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,26.814711230967717]}",26.814711230967717,74.51525281771431,0
26153,0.00013694157509368607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,26.814711230967717]}",26.814711230967717,74.60508434612626,0
26154,0.0001336376156156741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,26.814711230967717]}",26.814711230967717,74.69491587453821,0
26155,0.00013641186751461024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,26.814711230967717]}",26.814711230967717,74.78474740295016,0
26156,0.00014364461949864838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,26.814711230967717]}",26.814711230967717,74.87457893136211,0
26157,0.00014430055145878766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,26.814711230967717]}",26.814711230967717,74.96441045977407,0
26158,0.00014879538798782236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,26.814711230967717]}",26.814711230967717,75.05424198818602,0
26159,0.0001456344713696344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,26.814711230967717]}",26.814711230967717,75.14407351659797,0
26160,0.00014543604380751966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,26.814711230967717]}",26.814711230967717,75.23390504500992,0
26161,0.00015043553432310045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,26.814711230967717]}",26.814711230967717,75.32373657342187,0
26162,0.00015319836917753515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,26.814711230967717]}",26.814711230967717,75.41356810183383,0
26163,0.000159162845652881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,26.814711230967717]}",26.814711230967717,75.50339963024578,0
